metric_id,metric_label,iso3,country_name_en,observed_year_count,first_observed_year,last_observed_year,total_value,annual_mean,annual_median,rank_within_metric,unit,price_basis,aggregation_caveat
aiddata,AidData commitments,AGO,Angola,22,2001,2023,73827757104.82726,3355807141.128511,2531644054.824522,1,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,COD,"Congo, Dem. Rep.",22,2000,2023,22576763965.059727,1026216543.866351,338230094.061103,2,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,ZAF,South Africa,22,2001,2023,22439024541.025135,1019955660.955688,521360963.630289,3,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,ETH,Ethiopia,24,2000,2023,18920406246.733307,788350260.280554,223504667.26928,4,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,NGA,Nigeria,20,2002,2023,18776530748.254227,938826537.412711,835409946.088216,5,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,SDN,Sudan,24,2000,2023,17432864013.401173,726369333.891716,252357024.27203,6,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,EGY,Egypt,21,2002,2023,16935044771.329649,806430703.39665,153469691.484455,7,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,ZMB,Zambia,24,2000,2023,13155006425.603321,548125267.733472,199969954.483245,8,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,KEN,Kenya,22,2001,2023,11082618128.872452,503755369.494202,227439033.956594,9,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,GHA,Ghana,23,2000,2023,10343919908.479053,449735648.194741,233404744.69901,10,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,GNQ,Equatorial Guinea,22,2001,2022,9345669479.658516,424803158.166296,176932462.28923,11,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MOZ,Mozambique,22,2000,2022,8990842556.48569,408674661.65844,35624813.635587,12,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,CMR,Cameroon,19,2001,2022,8134268491.339434,428119394.281023,188954073.013924,13,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,GIN,Guinea,18,2001,2023,7259361673.260499,403297870.736694,86773553.724623,14,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,CIV,Cote d'Ivoire,20,2000,2023,6859170044.890212,342958502.244511,125369042.398768,15,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,ZWE,Zimbabwe,24,2000,2023,5265840384.178667,219410016.007444,99688472.728797,16,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,UGA,Uganda,23,2000,2023,5215948567.005418,226780372.478496,51997361.533419,17,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,NER,Niger,23,2001,2023,5128896078.819757,222995481.687816,17694702.385429,18,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,SSD,South Sudan,12,2011,2022,4986073859.485082,415506154.95709,23795094.718414,19,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,SLE,Sierra Leone,21,2000,2023,4616925602.552721,219853600.121558,17632627.52014,20,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,SEN,Senegal,18,2005,2023,3997980392.541021,222110021.807835,111261008.002535,21,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,TZA,Tanzania,24,2000,2023,3617085567.570231,150711898.64876,58204434.583283,22,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,BWA,Botswana,18,2000,2023,3586321136.266459,199240063.125914,9768632.456171,23,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,GAB,Gabon,18,2000,2023,2614202006.627555,145233444.812642,45017534.404116,24,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,BEN,Benin,22,2000,2023,2511046054.082327,114138457.003742,42375556.970853,25,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,TCD,Chad,15,2007,2023,2375155778.331905,158343718.55546,30769451.475708,26,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,NAM,Namibia,22,2000,2023,2333288268.0951,106058557.640686,19030089.749708,27,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,DJI,Djibouti,20,2001,2023,2248981117.334212,112449055.866711,30178508.710552,28,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MAR,Morocco,13,2000,2021,1996656042.816764,153588926.37052,15766938.776924,29,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MLI,Mali,20,2000,2023,1689835548.174567,84491777.408728,37269148.253797,30,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,ERI,Eritrea,18,2000,2023,1533066403.08728,85170355.727071,66777600.066228,31,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MRT,Mauritania,19,2002,2023,1510996392.317003,79526125.911421,50394422.485692,32,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,TGO,Togo,22,2001,2023,1414529837.701701,64296810.804623,31251485.893906,33,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MUS,Mauritius,22,2000,2022,1356778144.057998,61671733.820818,33857537.213175,34,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,RWA,Rwanda,18,2001,2023,1252546480.067343,69585915.559297,48633556.182712,35,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MDG,Madagascar,20,2000,2023,1090815637.421105,54540781.871055,18150923.630366,36,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,MWI,Malawi,17,2007,2023,1027887469.605467,60463968.800322,68738829.981049,37,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,LBR,Liberia,20,2004,2023,961585096.803265,48079254.840163,19895060.653438,38,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,BDI,Burundi,20,2001,2022,556125032.862965,27806251.643148,13901475.023806,39,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,TUN,Tunisia,14,2004,2022,549115080.916311,39222505.779737,34467072.051733,40,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,LBY,Libya,5,2009,2023,525249669.962894,105049933.992579,4237022.424017,41,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,CPV,Cape Verde,22,2000,2023,480072649.471553,21821484.066889,9866272.403632,42,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,LSO,Lesotho,21,2001,2023,476427755.749863,22687035.988089,10922412.021096,43,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,BFA,Burkina Faso,5,2018,2023,462931736.169,92586347.2338,98967138.977133,44,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,DZA,Algeria,13,2003,2023,286821164.54094,22063166.503149,7012075.743541,45,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,GNB,Guinea-Bissau,21,2001,2022,284416486.308684,13543642.205175,8703019.07522,46,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,COM,Comoros,20,2000,2021,279117627.264892,13955881.363245,5519810.042132,47,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,STP,Sao Tome & Principe,6,2017,2022,215348468.570021,35891411.428337,30730106.459319,48,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,GMB,The Gambia,8,2016,2023,197852203.999402,24731525.499925,3056349.762846,49,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,SYC,Seychelles,13,2001,2017,137125321.610374,10548101.662336,8982579.591097,50,USD,constant_2023_usd,within_source_price_basis_preserved
aiddata,AidData commitments,SOM,Somalia,15,2004,2023,75130695.054855,5008713.003657,2134244.698059,51,USD,constant_2023_usd,within_source_price_basis_preserved
codf,CODF loan commitments,AGO,Angola,15,2008,2024,33173880000.0,2211592000.0,880930000.0,1,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,KEN,Kenya,13,2008,2024,9541720000.0,733978461.538462,350820000.0,2,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,ETH,Ethiopia,11,2008,2018,8386350000.0,762395454.545455,619000000.0,3,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,NGA,Nigeria,8,2010,2023,8230840000.0,1028855000.0,892510000.0,4,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,EGY,Egypt,8,2012,2024,6678510000.0,834813750.0,480500000.0,5,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,ZAF,South Africa,4,2015,2018,5881190000.0,1470297500.0,1440595000.0,6,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,CMR,Cameroon,10,2009,2018,5361350000.0,536135000.0,390760000.0,7,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,ZMB,Zambia,10,2008,2018,4244430000.0,424443000.0,301945000.0,8,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,UGA,Uganda,9,2009,2023,3952760000.0,439195555.555556,359350000.0,9,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,GNQ,Equatorial Guinea,8,2009,2019,3764770000.0,470596250.0,366015000.0,10,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,CIV,Cote d'Ivoire,11,2008,2022,3719640000.0,338149090.909091,210170000.0,11,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,GHA,Ghana,8,2009,2020,2918200000.0,364775000.0,266705000.0,12,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,COG,"Congo, Rep.",5,2008,2017,2819390000.0,563878000.0,563290000.0,13,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,COD,"Congo, Dem. Rep.",9,2008,2024,2747960000.0,305328888.888889,304130000.0,14,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,SDN,Sudan,4,2008,2012,2542000000.0,635500000.0,495500000.0,15,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,ZWE,Zimbabwe,9,2010,2019,2457100000.0,273011111.111111,217240000.0,16,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,TZA,Tanzania,7,2008,2022,2374940000.0,339277142.857143,200000000.0,17,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MOZ,Mozambique,7,2009,2020,2283060000.0,326151428.571429,156000000.0,18,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,SEN,Senegal,9,2009,2024,2166500000.0,240722222.222222,138300000.0,19,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,GIN,Guinea,3,2013,2018,2029000000.0,676333333.333333,385000000.0,20,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,GAB,Gabon,6,2008,2019,1488760000.0,248126666.666667,134695000.0,21,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,DJI,Djibouti,5,2011,2017,1303190000.0,260638000.0,64000000.0,22,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MAR,Morocco,3,2008,2014,1003060000.0,334353333.333333,304500000.0,23,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,TGO,Togo,7,2009,2016,722330000.0,103190000.0,112630000.0,24,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MDG,Madagascar,5,2017,2023,654360000.0,130872000.0,105000000.0,25,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,TCD,Chad,3,2011,2019,648430000.0,216143333.333333,188430000.0,26,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MRT,Mauritania,4,2009,2019,604250000.0,151062500.0,112650000.0,27,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,RWA,Rwanda,6,2009,2022,596880000.0,99480000.0,93465000.0,28,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MLI,Mali,5,2010,2018,579720000.0,115944000.0,145000000.0,29,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,ERI,Eritrea,5,2011,2018,542840000.0,108568000.0,98000000.0,30,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MUS,Mauritius,3,2009,2018,472340000.0,157446666.666667,89780000.0,31,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,SSD,South Sudan,2,2014,2018,398800000.0,199400000.0,199400000.0,32,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,BEN,Benin,5,2010,2022,369100000.0,73820000.0,79610000.0,33,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,MWI,Malawi,4,2009,2020,342670000.0,85667500.0,86120000.0,34,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,NER,Niger,4,2011,2014,325900000.0,81475000.0,87650000.0,35,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,LSO,Lesotho,5,2008,2022,269260000.0,53852000.0,33790000.0,36,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,SLE,Sierra Leone,2,2017,2019,160000000.0,80000000.0,80000000.0,37,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,BFA,Burkina Faso,2,2020,2023,130130000.0,65065000.0,65065000.0,38,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,NAM,Namibia,1,2012,2012,120970000.0,120970000.0,120970000.0,39,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,COM,Comoros,2,2010,2018,117410000.0,58705000.0,58705000.0,40,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,TUN,Tunisia,1,2009,2009,80150000.0,80150000.0,80150000.0,41,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,BDI,Burundi,2,2013,2017,64030000.0,32015000.0,32015000.0,42,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,LBR,Liberia,1,2016,2016,52710000.0,52710000.0,52710000.0,43,USD,nominal_usd,nominal_values_not_inflation_adjusted
codf,CODF loan commitments,GMB,The Gambia,1,2018,2018,25900000.0,25900000.0,25900000.0,44,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,AGO,Angola,22,2002,2024,49243260000.0,2238330000.0,961815000.0,1,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,ETH,Ethiopia,15,2001,2019,13954800000.0,930320000.0,579380000.0,2,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,KEN,Kenya,17,2001,2024,10011890000.0,588934705.882353,239950000.0,3,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,ZMB,Zambia,19,2001,2020,9524910000.0,501311052.631579,180220000.0,4,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,NGA,Nigeria,10,2002,2023,8881670000.0,888167000.0,692110000.0,5,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,EGY,Egypt,11,2002,2024,7710270000.0,700933636.363636,200000000.0,6,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,SDN,Sudan,14,2001,2018,6327880000.0,451991428.571429,218435000.0,7,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,CMR,Cameroon,14,2004,2019,5910660000.0,422190000.0,205885000.0,8,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,GHA,Ghana,15,2000,2022,5758980000.0,383932000.0,274070000.0,9,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,ZAF,South Africa,11,2001,2018,5491210000.0,499200909.090909,73000000.0,10,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,COG,"Congo, Rep.",9,2000,2017,5045350000.0,560594444.444444,551510000.0,11,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,GNQ,Equatorial Guinea,14,2001,2019,4950810000.0,353629285.714286,295160000.0,12,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,UGA,Uganda,11,2007,2023,4203290000.0,382117272.727273,297410000.0,13,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,COD,"Congo, Dem. Rep.",16,2005,2024,3394000000.0,212125000.0,98510000.0,14,USD,nominal_usd,nominal_values_not_inflation_adjusted
cla,CLA loan commitments,SEN,Senegal,14,2005,2024,3334290000.0,238163571.428571,127085000.0,15,USD,nominal_usd,nominal_values_not_inflation_adjusted
